timestamp,ocupada,average_gas,average_light,average_loudness,n_devices,average_temperature,average_humidity,average_object,average_ambient,average_visible,average_uv,average_ir,average_distance
2026-01-14 15:20:00,0,,,,,,,,,,,,
2026-01-14 15:30:00,0,,,,,,,,,,,,
2026-01-14 15:40:00,0,,,,,,,,,,,,
2026-01-14 15:50:00,0,,,,,,,,,,,,
2026-01-14 16:00:00,0,,,,,,,,,,,,
2026-01-14 16:10:00,0,,,,,,,,,,,,
2026-01-14 16:20:00,0,,,,,,,,,,,,
2026-01-14 16:30:00,0,,,,,,,,,,,,
2026-01-14 16:40:00,0,,,,,,,,,,,,
2026-01-14 17:10:00,0,,,,,,,,,,,,
2026-01-14 17:20:00,0,,,,,,,,,,,,
2026-01-14 17:30:00,0,,,,,,,,,,,,
2026-01-14 17:40:00,0,,,,,,,,,,,,
2026-01-14 17:50:00,0,,,,,,,,,,,,
2026-01-14 18:00:00,0,,,,,,,,,,,,
2026-01-14 18:10:00,0,,,,,,,,,,,,
2026-01-14 18:40:00,0,,,,,,,,,,,,
2026-01-14 18:50:00,0,,,,,,,,,,,,
2026-01-14 19:00:00,0,,,,,,,,,,,,
2026-01-14 19:10:00,0,,,,,,,,,,,,
2026-01-14 19:20:00,0,,,,,,,,,,,,
2026-01-14 19:30:00,0,,,,,,,,,,,,
2026-01-14 19:40:00,0,,,,,,,,,,,,
2026-01-14 19:50:00,0,,,,,,,,,,,,
2026-01-14 20:00:00,0,,,,,,,,,,,,
2026-01-14 20:10:00,0,,,,,,,,,,,,
2026-01-14 20:20:00,0,,,,,,,,,,,,
2026-01-14 20:30:00,0,,,,,,,,,,,,
2026-01-14 21:00:00,0,,,,,,,,,,,,
2026-01-14 21:10:00,0,,,,,,,,,,,,
2026-01-14 21:20:00,0,,,,,,,,,,,,
2026-01-14 21:30:00,0,,,,,,,,,,,,
2026-01-14 21:40:00,0,,,,,,,,,,,,
2026-01-14 21:50:00,0,,,,,,,,,,,,
2026-01-14 22:00:00,0,,,,,,,,,,,,
2026-01-14 22:10:00,0,,,,,,,,,,,,
2026-01-14 22:20:00,0,,,,,,,,,,,,
2026-01-14 22:30:00,0,,,,,,,,,,,,
2026-01-14 22:40:00,0,,,,,,,,,,,,
2026-01-14 22:50:00,0,,,,,,,,,,,,
2026-01-14 23:00:00,0,,,,,,,,,,,,
2026-01-14 23:10:00,0,,,,,,,,,,,,
2026-01-14 23:20:00,0,,,,,,,,,,,,
2026-01-14 23:30:00,0,,,,,,,,,,,,
2026-01-14 23:40:00,0,,,,,,,,,,,,
2026-01-14 23:50:00,0,,,,,,,,,,,,
2026-01-15 00:00:00,0,,,,,,,,,,,,
2026-01-15 00:10:00,0,,,,,,,,,,,,
2026-01-15 00:20:00,0,,,,,,,,,,,,
2026-01-15 00:30:00,0,,,,,,,,,,,,
2026-01-15 00:40:00,0,,,,,,,,,,,,
2026-01-15 00:50:00,0,,,,,,,,,,,,
2026-01-15 01:00:00,0,,,,,,,,,,,,
2026-01-15 01:10:00,0,,,,,,,,,,,,
2026-01-15 01:20:00,0,,,,,,,,,,,,
2026-01-15 01:30:00,0,,,,,,,,,,,,
2026-01-15 01:40:00,0,,,,,,,,,,,,
2026-01-15 01:50:00,0,,,,,,,,,,,,
2026-01-15 10:00:00,0,,,,,,,,,,,,
2026-01-15 10:10:00,0,,,,,,,,,,,,
2026-01-15 10:20:00,0,,,,,,,,,,,,
2026-01-15 10:30:00,1,,,,,,,,,,,,
2026-01-15 10:40:00,1,,,,,,,,,,,,
2026-01-15 10:50:00,0,,,,,,,,,,,,
2026-01-15 11:00:00,0,,,,,,,,,,,,
2026-01-15 11:10:00,0,,,,,,,,,,,,
2026-01-15 11:20:00,0,,,,,,,,,,,,
2026-01-15 11:30:00,0,,,,,,,,,,,,
2026-01-15 11:40:00,0,,,,,,,,,,,,
2026-01-15 11:50:00,0,,,,,,,,,,,,
2026-01-15 12:00:00,0,,,,,,,,,,,,
2026-01-15 12:50:00,0,,,,,,,,,,,,
2026-01-15 13:00:00,0,,,,,,,,,,,,
2026-01-15 13:10:00,0,,,,,,,,,,,,
2026-01-15 13:20:00,0,,,,,,,,,,,,
2026-01-15 13:40:00,0,,,,,,,,,,,,
2026-01-15 13:50:00,0,,,,,,,,,,,,
2026-01-15 14:00:00,0,,,,,,,,,,,,
2026-01-15 14:10:00,0,,,,,,,,,,,,
2026-01-15 14:20:00,0,,,,,,,,,,,,
2026-01-15 14:50:00,0,,,,,,,,,,,,
2026-01-15 15:00:00,0,,,,,,,,,,,,
2026-01-15 15:10:00,0,,,,,,,,,,,,
2026-01-15 15:20:00,0,,,,,,,,,,,,
2026-01-15 15:30:00,0,,,,,,,,,,,,
2026-01-15 15:40:00,0,,,,,,,,,,,,
2026-01-15 15:50:00,0,,,,,,,,,,,,
2026-01-15 16:00:00,0,,,,,,,,,,,,
2026-01-15 16:10:00,0,,,,,,,,,,,,
2026-01-15 16:30:00,0,,,,,,,,,,,,
2026-01-15 16:50:00,0,,,,,,,,,,,,
2026-01-15 17:00:00,0,,,,,,,,,,,,
2026-01-15 17:10:00,0,,,,,,,,,,,,
2026-01-15 17:20:00,0,,,,,,,,,,,,
2026-01-15 17:30:00,0,,,,,,,,,,,,
2026-01-15 17:40:00,0,,,,,,,,,,,,
2026-01-15 17:50:00,0,,,,,,,,,,,,
2026-01-15 18:00:00,0,,,,,,,,,,,,
